Enemy ID,fitness,player_health,enemy_health,time_taken
1,30.136368824401902,0.0,60.0,352
2,91.13703951986405,68.0,0.0,288
3,12.575049982518596,0.0,80.0,227
4,88.44085271205964,49.60000000000031,0.0,678
5,89.09075241723566,52.00000000000031,0.0,450
6,85.27463815194545,11.80000000000023,0.0,367
7,-3.1354942159291497,0.0,100.0,23
8,87.1423324121174,34.00000000000027,0.0,522
