Enemy ID,fitness,player_health,enemy_health,time_taken
1,39.23794861721982,0.0,50.0,318
2,85.74375419465169,8.0,0.0,157
3,57.42027017401378,0.0,30.0,265
4,74.71960416103981,0.0,10.0,534
5,90.63650369121832,62.20000000000034,0.0,266
6,85.62322890233345,12.40000000000023,0.0,275
7,85.29289246928256,6.400000000000233,0.0,210
8,86.9822642182204,28.600000000000257,0.0,357
