

gen best mean std
0 49.319396 -5.240045 7.037317
0 49.319396 -2.811958 10.519467
1 49.329818 -1.279798 12.542939
2 50.401972 0.449032 13.663086
3 50.401972 2.864946 15.579302
4 63.557651 5.627378 17.088119
5 70.04723 8.561548 18.164213
6 70.339225 9.172531 17.943826
7 70.339225 9.925305 18.130108
8 70.339225 12.444987 18.279571
9 70.339225 14.605505 17.631431
10 70.339225 17.810868 17.948533
11 70.339225 17.311181 17.296903
12 70.892672 17.749693 17.845323
13 91.738505 18.779775 19.056622
14 91.738505 19.584105 19.338272
15 91.738505 20.130796 17.624424
16 91.738505 21.389069 18.896539
17 91.738505 20.560771 18.734328
18 91.738505 20.689096 19.306485
19 91.738505 24.190407 19.141947
20 91.738505 23.241278 18.446812
21 91.738505 24.1898 18.44961
22 91.738505 24.964856 18.003841
23 91.738505 24.66496 18.301992
24 91.738505 26.549573 18.409088
25 91.738505 26.168655 18.578123
26 91.738505 26.512739 19.88879
27 91.738505 26.129343 20.007994
28 91.738505 26.298431 19.341933
29 91.738505 28.973454 18.889112
30 91.738505 29.692411 19.822041
31 91.738505 30.64207 19.213634
32 91.738505 31.626283 20.613974
33 91.738505 32.351849 20.385261
34 91.738505 33.031779 21.202107
35 91.738505 37.388224 20.199377
36 91.738505 36.891116 22.407217
37 91.738505 38.08953 20.202561
38 91.738505 39.019908 19.630643
39 91.738505 43.758817 17.087702
40 91.738505 44.446528 16.150706
41 91.738505 43.978717 16.912251
42 91.738505 43.744217 17.871615
43 91.738505 43.57675 17.554377
44 91.738505 46.714532 16.456755
45 91.738505 45.675433 16.565637
46 91.738505 44.152655 17.761434
47 91.738505 44.541379 18.273219
48 91.738505 45.582082 17.636742
49 91.738505 44.533679 17.673301
50 91.738505 47.546635 14.577897
51 91.738505 45.215164 16.004359
52 91.738505 45.836694 16.822435
53 91.738505 46.481635 15.651336
54 91.738505 47.520227 15.55634
55 91.738505 49.32433 13.892315
56 91.738505 47.126305 16.060207
57 91.738505 47.925044 16.068712
58 91.738505 47.25095 14.980643
59 91.738505 48.268434 15.148339
60 91.738505 47.938048 15.190526
61 91.738505 46.216425 16.997522
62 91.738505 44.358255 17.359907
63 91.738505 47.66257 15.168567
64 91.738505 47.14237 15.853114
65 91.738505 48.554818 14.72151
66 91.738505 45.651068 17.050399
67 91.738505 48.072533 15.73954
68 91.738505 47.53053 15.655637
69 91.738505 47.280915 16.125768
70 91.738505 48.335242 14.640461
71 91.738505 44.675029 17.934313
72 91.738505 47.047476 16.189752
73 91.738505 47.567 15.679131
74 91.738505 47.192618 16.221026
75 91.738505 47.205944 16.822957
76 91.908077 44.995001 18.186623
77 91.908077 46.793758 16.649378
78 91.908077 46.795665 16.556443
79 91.908077 47.951631 16.66308
80 91.908077 48.124955 15.588504
81 91.908077 48.431558 15.932152
82 91.908077 47.087571 17.249046
83 91.908077 46.809761 15.67526
84 91.908077 46.326097 16.385169
85 91.908077 48.090485 14.779066
86 91.908077 47.820434 15.138832
87 91.908077 46.979097 16.175424
88 91.908077 47.576325 15.997398
89 91.908077 46.126994 16.566585
90 91.908077 48.435955 15.017305
91 91.908077 46.87991 16.512216
92 91.908077 46.51321 17.383565
93 91.908077 48.065931 15.781021
94 91.908077 47.448292 15.160568
95 91.908077 47.848968 15.047007
96 92.015459 47.501122 15.921273
97 92.015459 48.544688 15.507982
98 92.015459 48.031501 14.380865
99 92.015459 46.203809 17.05251
