Enemy ID,fitness,player_health,enemy_health,time_taken
1,21.041575306970216,0.0,70.0,387
2,91.49061166337202,70.0,0.0,247
3,30.17695410451698,0.0,60.0,338
4,86.88085271205964,34.00000000000027,0.0,678
5,90.68901301948917,62.80000000000034,0.0,268
6,85.70772932632855,11.80000000000023,0.0,238
7,75.69669509194092,0.0,10.0,201
8,88.90558927428165,51.40000000000031,0.0,510
