Enemy ID,fitness,player_health,enemy_health,time_taken
1,3.228558876869984,0.0,90.0,321
2,90.27010128507693,54.0,0.0,169
3,39.64341372532799,0.0,50.0,212
4,74.70473399856036,0.0,10.0,542
5,90.30322890233346,59.20000000000033,0.0,275
6,75.04416263053517,0.0,10.0,386
7,84.75289246928256,1.000000000000234,0.0,210
8,84.34621389609809,5.200000000000234,0.0,480
