

gen best mean std
0 25.758405 -4.537572 5.48094
0 39.223966 -3.342648 7.145888
1 39.223966 -2.176072 8.54964
2 41.010447 -1.111151 9.392469
3 41.010447 -0.732789 9.804655
4 41.010447 0.4649 10.725399
5 48.289569 1.181157 10.815998
6 48.289569 1.111938 11.309991
7 52.021966 2.827969 12.729051
8 52.021966 2.869744 12.724205
9 52.021966 3.461 12.284027
10 52.021966 4.453452 12.305231
11 52.021966 5.822313 12.962297
12 52.021966 6.472709 12.441813
13 52.021966 8.110317 12.608222
14 52.021966 9.541738 13.128399
15 57.579015 10.312339 12.913817
16 57.579015 9.56633 12.545289
17 57.579015 11.462182 12.933464
18 57.579015 10.904107 13.283921
19 57.579015 10.784512 13.360173
20 57.579015 13.2231 12.572066
21 57.579015 13.213305 13.797391
22 57.579015 13.352717 12.855821
23 57.579015 13.898135 13.444429
24 57.579015 16.029653 13.901982
25 57.579015 17.117927 13.458428
26 57.579015 16.748602 13.847658
27 57.579015 17.375721 14.072518
28 57.579015 18.405451 13.946869
29 57.579015 18.581826 14.883167
30 57.579015 18.45687 13.802366
31 57.579015 18.322952 14.449014
32 57.579015 20.762546 14.244661
33 62.433851 20.869209 14.545772
34 62.433851 20.892964 13.087047
35 62.433851 21.978291 13.232479
36 63.26815 21.64531 13.998233
37 63.26815 22.564577 13.437261
38 63.26815 22.897789 13.474022
39 63.26815 22.567955 13.527568
40 63.26815 23.91901 13.697694
41 63.26815 22.209105 14.011059
42 63.26815 22.475882 14.56054
43 63.26815 23.550975 13.554383
44 63.26815 22.331135 13.736665
45 63.26815 23.51215 13.321826
46 63.26815 23.69182 13.431544
47 63.26815 24.234745 14.182134
48 63.26815 24.02413 13.9132
49 63.26815 24.508897 13.599968
50 63.26815 24.45403 13.259938
51 72.747429 23.056992 14.343795
52 72.747429 24.089803 13.618283
53 72.747429 24.888081 13.267904
54 72.747429 23.511859 14.83387
55 72.747429 23.707325 13.569636
56 72.747429 24.621739 13.976405
57 72.747429 25.505903 14.043899
58 72.747429 24.424623 14.075167
59 72.747429 24.965818 13.098314
60 72.747429 25.726356 12.449167
61 72.747429 26.040895 13.300215
62 72.747429 25.905893 13.075268
63 72.747429 25.880307 12.944924
64 72.747429 26.741009 12.780889
65 72.747429 26.304069 13.517665
66 72.747429 25.721651 13.584106
67 72.747429 26.654951 13.171056
68 72.747429 25.993552 13.857144
69 72.747429 25.669237 13.547208
70 72.747429 26.749482 13.516752
71 72.747429 25.6172 14.090578
72 72.747429 26.659704 13.720809
73 72.747429 25.166363 14.100821
74 72.747429 23.674409 14.510022
75 72.747429 26.352116 13.897366
76 72.747429 24.998174 14.657266
77 72.747429 23.951827 14.757243
78 72.747429 24.559533 15.067284
79 72.747429 23.572393 15.054364
80 72.747429 23.382899 14.661188
81 72.747429 23.15484 15.451546
82 72.747429 24.935085 15.514176
83 72.747429 23.656048 15.240311
84 72.747429 23.508885 15.397044
85 72.747429 23.83061 14.39038
86 72.747429 24.575051 15.502491
87 72.747429 23.872203 15.581276
88 72.747429 23.541655 15.030597
89 72.747429 25.527196 14.910389
90 72.747429 25.988954 13.380031
91 72.747429 25.01037 14.445702
92 72.747429 25.893116 13.695491
93 72.747429 26.368684 13.739136
94 72.747429 24.948378 14.936217
95 72.747429 26.736037 13.75889
96 72.747429 24.810205 14.630763
97 72.747429 24.080191 15.508421
98 72.747429 26.063527 14.84553
99 72.747429 25.406947 15.388492
