Enemy ID,fitness,player_health,enemy_health,time_taken
1,3.2764148980476193,0.0,90.0,306
2,91.82385026742617,70.0,0.0,177
3,66.38687189361193,0.0,20.0,274
4,86.82307034478389,32.200000000000266,0.0,600
5,89.59419793370404,52.00000000000031,0.0,272
6,75.1888590070233,0.0,10.0,334
7,75.63402398497814,0.0,10.0,214
8,74.69555119757801,0.0,10.0,547
