Enemy ID,fitness,player_health,enemy_health,time_taken
1,3.228558876869984,0.0,90.0,321
2,90.54375419465168,56.0,0.0,157
3,57.424050896853686,0.0,30.0,264
4,74.70289068006606,0.0,10.0,543
5,90.40254710353533,59.20000000000033,0.0,249
6,84.74518926293742,5.800000000000233,0.0,342
7,75.6917323025988,0.0,10.0,202
8,84.35940982990029,5.800000000000233,0.0,503
