

gen best mean std
0 56.115806 -3.554323 10.542941
0 63.631685 -2.027746 11.938962
1 63.767964 -0.08495 14.940299
2 63.767964 1.193259 16.193533
3 63.767964 2.369283 16.59725
4 77.82394 3.490401 18.360685
5 77.82394 6.792621 19.614054
6 77.82394 7.249155 19.08541
7 77.82394 8.182118 18.821689
8 77.82394 10.806581 19.562632
9 77.82394 13.145928 19.920725
10 88.615914 13.816692 20.421355
11 88.615914 13.546267 20.672379
12 88.615914 15.409585 20.71829
13 88.615914 15.620958 21.097316
14 88.615914 14.92336 21.423849
15 90.078012 18.942092 21.686784
16 90.078012 16.987731 20.774672
17 90.078012 20.661678 20.956631
18 90.078012 22.442014 21.251524
19 90.078012 21.370109 21.055309
20 90.078012 27.303995 20.288473
21 90.078012 25.036852 21.519742
22 90.078012 25.807754 20.410928
23 90.078012 26.378885 20.479317
24 90.078012 27.351105 20.876755
25 90.078012 29.461608 19.725193
26 90.078012 28.121252 21.92435
27 90.078012 27.998037 19.837432
28 90.078012 30.025473 20.30536
29 90.078012 30.876644 19.490898
30 90.078012 30.977875 19.993069
31 90.078012 32.148341 20.544094
32 90.099453 33.20117 20.562419
33 90.099453 33.820528 20.548696
34 90.099453 33.354147 20.981289
35 90.099453 35.222211 19.829321
36 90.099453 33.757542 20.123084
37 90.099453 34.779336 20.201474
38 90.099453 35.133466 20.581855
39 90.099453 35.837087 22.024017
40 90.099453 36.730111 19.417604
41 90.099453 37.161093 20.261013
42 90.099453 37.231086 20.22185
43 90.099453 38.502737 20.042812
44 91.244828 37.702793 20.868385
45 91.244828 38.136863 20.201812
46 91.244828 34.972148 22.515754
47 91.244828 37.266305 20.237903
48 91.244828 39.090016 22.054263
49 91.244828 40.154834 21.543786
50 91.244828 40.548087 20.395833
51 91.244828 38.125222 21.342382
52 91.244828 38.792844 21.883505
53 91.244828 40.013939 20.666459
54 91.244828 40.188374 20.152217
55 91.812634 40.989579 20.730682
56 91.812634 41.640001 20.576789
57 91.812634 41.321873 20.992519
58 91.812634 41.431474 20.755229
59 91.812634 42.462203 20.691312
60 91.812634 43.93567 19.12686
61 91.812634 41.421638 21.477443
62 91.812634 43.968792 19.692249
63 91.812634 42.237285 20.347561
64 91.812634 43.507901 18.6339
65 91.812634 45.140216 17.873298
66 91.812634 42.527656 19.830051
67 91.812634 44.262526 18.782266
68 91.812634 43.721751 19.860532
69 91.812634 42.068601 20.935215
70 91.812634 43.334092 20.0053
71 91.812634 40.868829 22.385055
72 91.812634 43.083871 19.844612
73 91.812634 43.090618 18.671349
74 91.812634 43.200021 19.531634
75 91.812634 43.164036 19.100215
76 91.812634 43.092948 20.184763
77 91.812634 44.612225 19.117468
78 91.812634 43.153688 20.707713
79 91.812634 43.632394 18.958994
80 91.812634 44.654108 18.460309
81 91.812634 43.256619 19.239534
82 91.812634 45.074511 17.404955
83 91.812634 44.600751 19.663762
84 91.812634 46.461591 18.230446
85 91.812634 48.195831 15.782753
86 91.812634 45.733486 18.639322
87 91.812634 45.605377 18.350245
88 91.812634 45.232431 17.532325
89 91.812634 45.478508 18.221608
90 91.812634 45.319715 17.741766
91 91.812634 44.673176 18.992044
92 91.812634 45.95399 18.257682
93 91.812634 45.576249 18.516463
94 91.812634 47.127594 17.489622
95 91.812634 45.631316 19.083948
96 91.812634 45.085434 19.270988
97 91.812634 44.149149 19.253609
98 91.812634 45.578419 19.143812
99 91.812634 43.515039 19.535101
