Enemy ID,fitness,player_health,enemy_health,time_taken
1,94.78506424239102,100.0,0.0,184
2,30.313024643660178,0.0,60.0,295
3,86.39140997390336,26.0,0.0,497
4,12.1194670135993,0.0,80.0,358
5,92.83936107665804,83.20000000000016,0.0,240
6,39.29288973525112,0.0,50.0,301
7,94.18001907417188,91.00000000000009,0.0,137
8,92.22679402095824,75.40000000000023,0.0,203
