

gen best mean std
0 24.319487 -5.504305 6.046804
0 34.347333 -3.457174 9.190698
1 48.717844 -1.878941 11.099265
2 49.173807 0.665058 13.07341
3 49.173807 0.653113 13.079056
4 49.481619 1.004063 14.142623
5 70.787833 3.321124 15.920876
6 70.787833 5.253681 16.661556
7 77.654298 7.077771 17.289649
8 77.654298 8.356254 17.479651
9 77.654298 9.824703 18.299048
10 77.654298 10.998235 18.161204
11 77.654298 10.30136 18.353115
12 77.654298 9.8648 18.248375
13 78.224953 12.977195 18.44899
14 78.224953 14.385156 18.304847
15 78.224953 16.43396 17.324199
16 86.631588 17.026278 18.736359
17 90.182791 19.155213 18.282104
18 90.182791 21.239672 18.992799
19 90.182791 24.005626 20.068589
20 90.182791 27.345806 18.474477
21 90.182791 27.015867 19.550012
22 91.284475 27.562896 19.706411
23 91.284475 29.850584 20.121462
24 91.284475 31.330836 20.024013
25 91.284475 33.751791 19.03401
26 91.284475 34.354754 19.703824
27 91.284475 37.247878 19.116153
28 91.284475 36.410831 19.927318
29 91.284475 37.900189 19.095605
30 91.284475 38.405144 18.992271
31 91.284475 38.585066 18.890222
32 91.298438 39.14126 19.077367
33 91.298438 39.685351 19.013246
34 91.298438 40.683795 19.278106
35 91.298438 42.925568 17.258464
36 91.298438 42.954561 18.763688
37 92.511754 40.337587 20.220465
38 92.511754 43.662568 17.912229
39 92.511754 43.395939 18.898804
40 92.511754 44.647042 16.623024
41 92.511754 45.399586 17.518451
42 92.511754 45.367844 16.896187
43 92.511754 43.934445 18.950856
44 92.511754 44.792538 17.234661
45 92.511754 47.098905 16.338028
46 92.511754 47.151588 16.246174
47 92.511754 44.882719 19.463514
48 92.511754 47.021322 16.119904
49 92.511754 47.239498 16.667576
50 92.511754 48.441733 16.453558
51 92.511754 45.227127 17.730593
52 92.511754 48.332375 17.071716
53 92.511754 45.75042 18.401092
54 92.511754 45.209197 18.894945
55 92.511754 46.776302 16.519203
56 92.511754 46.001237 17.389912
57 92.511754 47.64095 16.153881
58 92.511754 46.760961 17.764619
59 92.511754 46.995807 18.057145
60 92.511754 48.05597 15.737354
61 92.511754 47.280951 16.851308
62 92.511754 47.425815 17.711364
63 92.511754 48.353792 16.600163
64 92.511754 48.52475 16.440808
65 92.511754 49.518749 14.377686
66 92.511754 47.186874 18.851967
67 92.511754 47.802554 18.16655
68 92.511754 46.144539 18.508358
69 92.511754 47.032662 17.752665
70 92.511754 47.621697 16.121826
71 92.511754 47.632893 18.115578
72 92.511754 48.789691 17.926282
73 92.511754 46.175825 18.469812
74 92.511754 47.128141 18.133577
75 92.511754 47.353961 16.791441
76 92.511754 46.284188 18.21801
77 92.511754 48.03861 18.780441
78 92.511754 48.038267 18.178286
79 92.511754 48.111225 16.697081
80 92.511754 47.309582 18.01705
81 92.511754 46.965384 17.611005
82 92.511754 46.415184 19.070562
83 92.511754 46.869356 18.312155
84 92.511754 46.659752 17.687982
85 92.511754 49.165259 15.82589
86 92.511754 49.24831 17.797123
87 92.511754 48.162419 16.603761
88 92.511754 46.939447 17.630621
89 92.511754 47.473316 18.353805
90 92.511754 49.515377 16.36042
91 92.511754 48.389674 17.848404
92 92.511754 47.740196 19.072411
93 92.511754 48.576743 18.832312
94 92.511754 47.520599 20.050461
95 92.511754 50.380541 18.374246
96 92.511754 50.641824 18.606413
97 92.511754 50.864408 18.191611
98 92.511754 50.46602 18.7393
99 92.511754 52.519144 19.181079
