

gen best mean std
0 30.74699 -5.785945 6.282234
0 53.75621 -3.280875 10.14975
1 56.563301 -1.416183 11.730908
2 77.850924 -0.497834 13.795849
3 84.779947 0.565496 15.422592
4 84.779947 2.052257 16.590551
5 84.779947 4.39883 17.703952
6 85.150563 4.407821 18.759524
7 85.150563 6.586834 19.94874
8 85.150563 6.841009 19.464198
9 85.161168 10.756157 21.276591
10 85.161168 11.344871 20.855555
11 85.161168 12.707892 21.410634
12 85.161168 13.468342 20.876694
13 87.221526 14.534905 20.706919
14 87.221526 17.060982 20.512833
15 87.221526 20.671872 20.747357
16 87.221526 19.685127 19.77354
17 87.221526 21.339835 19.505315
18 87.221526 23.477971 19.363234
19 87.221526 24.120785 20.794905
20 87.221526 26.219319 20.662108
21 87.772288 27.039356 20.647749
22 87.772288 28.377423 21.329157
23 89.554546 30.419617 21.287425
24 89.554546 31.891212 21.728998
25 89.554546 32.159707 20.971369
26 89.554546 31.172435 21.9821
27 89.554546 32.630775 21.896283
28 89.554546 33.461159 21.667465
29 89.554546 34.34917 21.997876
30 89.554546 35.202771 22.019155
31 89.554546 35.360241 22.452066
32 89.554546 37.267971 22.873421
33 89.554546 37.095394 23.306578
34 89.554546 38.940073 22.712336
35 89.554546 40.23169 21.311128
36 89.554546 41.100742 21.143601
37 89.554546 42.584838 21.15225
38 89.554546 41.10059 23.068045
39 89.554546 42.664291 22.207894
40 89.554546 44.12501 20.307942
41 89.554546 45.902189 21.387317
42 89.554546 45.360335 22.659123
43 89.554546 46.754305 22.093289
44 89.554546 48.789526 21.959862
45 89.554546 48.8736 21.412662
46 89.554546 49.808166 22.073779
47 89.61218 50.157616 23.715092
48 89.61218 49.586322 23.740093
49 89.61218 48.574009 21.551137
50 89.61218 53.210926 21.05071
51 90.128085 51.246405 22.983428
52 90.128085 51.631123 22.361693
53 90.128085 51.991888 22.426351
54 90.344115 53.823958 21.460613
55 90.344115 53.271025 21.465441
56 90.352464 52.260142 25.020007
57 90.352464 50.700692 24.012919
58 90.790078 52.59644 23.796184
59 90.790078 51.50789 23.748197
60 90.790078 55.718818 22.42011
61 91.182857 53.139053 23.360332
62 91.182857 50.691751 25.171753
63 91.281118 52.306141 24.458905
64 91.281118 54.948602 21.724442
65 91.281118 55.227336 21.940237
66 91.281118 52.941447 22.067964
67 91.281118 54.23589 20.672011
68 91.281118 57.206059 20.282147
69 91.281118 58.37596 19.828698
70 91.281118 57.552152 20.085349
71 91.281118 56.087406 20.571857
72 91.281118 58.504379 18.229971
73 91.281118 57.779568 20.041414
74 91.281118 57.548141 20.082829
75 91.281118 59.08658 18.660261
76 91.281118 58.990946 19.961011
77 91.3813 59.087167 19.767832
78 91.3813 60.783207 19.088651
79 91.3813 61.385269 17.532564
80 91.3813 60.46125 17.701476
81 91.3813 56.887223 22.618778
82 91.3813 57.394727 22.073241
83 91.479726 58.290162 21.123298
84 91.479726 57.740977 21.304059
85 91.479726 58.017701 18.24207
86 91.479726 58.865032 18.917362
87 91.479726 59.102718 19.835044
88 91.479726 59.224496 20.029861
89 91.479726 59.492596 21.212495
90 91.479726 61.246809 18.845993
91 91.479726 59.66965 20.434843
92 91.479726 60.744495 19.33855
93 91.479726 60.321686 19.890053
94 91.479726 59.109193 19.957218
95 91.479726 60.29165 19.433542
96 91.500942 60.110828 21.983198
97 91.500942 59.061626 23.795831
98 91.500942 59.608439 23.179082
99 91.646814 59.732393 20.201871
