Enemy ID,fitness,player_health,enemy_health,time_taken
1,3.228558876869984,0.0,90.0,321
2,90.93214184093668,62.0,0.0,194
3,57.4165036912183,0.0,30.0,266
4,74.73850831567896,0.0,10.0,524
5,90.73936107665804,62.20000000000034,0.0,240
6,75.19486503108351,0.0,10.0,332
7,75.34400818918014,0.0,10.0,286
8,87.05788162462296,28.600000000000257,0.0,331
