

gen best mean std
0 27.229647 -4.778886 5.049443
0 31.264572 -3.864491 5.805619
1 31.264572 -3.258763 6.749644
2 32.927084 -1.938148 7.712357
3 32.927084 -1.061189 8.538925
4 37.933046 -0.18852 9.266045
5 37.964522 1.259423 9.36593
6 41.473478 2.555057 10.366637
7 41.473478 3.327762 10.368279
8 42.770946 3.755257 10.989497
9 42.770946 4.445459 10.744087
10 42.770946 6.38939 11.236158
11 42.770946 6.423257 10.637703
12 42.770946 7.489639 10.17481
13 42.770946 7.517112 10.118716
14 42.770946 7.737912 10.413748
15 48.512998 8.562601 10.365564
16 48.512998 9.106698 10.485467
17 48.512998 8.980612 10.804153
18 48.512998 8.896901 10.991291
19 48.512998 9.792968 9.953155
20 48.512998 10.396666 9.907174
21 48.512998 10.265343 10.122402
22 51.215106 10.614754 10.240682
23 51.215106 10.66839 9.951474
24 51.215106 11.510571 9.358802
25 51.215106 12.004687 9.80888
26 51.215106 12.06804 8.938271
27 51.215106 11.696199 9.527861
28 53.613709 12.324683 9.855137
29 53.613709 12.602317 9.307753
30 60.301896 12.968525 9.173206
31 60.301896 13.165519 9.751677
32 60.301896 12.577621 10.348482
33 60.301896 12.994097 10.14344
34 60.301896 12.445352 10.606806
35 60.301896 12.447339 10.161128
36 60.301896 13.32271 9.465423
37 60.301896 12.997361 10.397179
38 60.301896 13.155814 10.61293
39 60.301896 13.430998 10.220774
40 60.301896 13.512416 10.20577
41 60.301896 13.514 10.923895
42 60.301896 13.335023 11.272267
43 72.74375 13.433365 11.379217
44 72.74375 14.000605 11.410025
45 72.74375 15.3081 12.148445
46 72.74375 14.789746 13.179932
47 72.74375 14.31892 13.030796
48 72.74375 16.5702 12.674309
49 72.74375 16.611289 13.060997
50 72.74375 17.860567 11.911227
51 72.74375 17.258752 12.337878
52 72.74375 18.465949 12.416807
53 72.74375 17.979706 13.04071
54 72.74375 18.707234 13.193162
55 72.74375 19.06447 12.32618
56 72.74375 19.01583 13.43404
57 72.74375 18.344591 13.047898
58 72.74375 19.86378 12.854902
59 72.74375 20.045044 12.964957
60 72.74375 21.355275 12.708526
61 72.74375 19.681404 13.200069
62 72.74375 20.65814 12.984345
63 72.74375 21.678728 12.971111
64 72.74375 20.529379 13.552343
65 72.74375 21.868229 13.453632
66 72.74375 20.586768 13.459599
67 72.74375 20.451315 13.850014
68 72.74375 21.29081 13.310683
69 72.74375 20.851831 13.949266
70 72.74375 22.390524 14.277517
71 72.74375 21.259255 14.70566
72 72.74375 20.673047 14.542182
73 72.74375 20.751292 15.252759
74 72.74375 21.093484 14.548117
75 72.74375 21.607575 15.181183
76 72.74375 20.44137 15.123868
77 72.74375 20.974935 14.936731
78 72.74375 19.622458 15.153429
79 72.74375 20.869063 14.925161
80 72.74375 22.016142 15.683191
81 72.74375 20.445117 15.436116
82 72.74375 19.888091 15.355734
83 72.74375 19.147061 15.523706
84 72.74375 20.545557 16.13188
85 72.74375 20.31116 15.423752
86 72.74375 21.505361 15.918396
87 72.760012 20.525642 15.535652
88 72.760012 21.739989 15.794108
89 72.760012 21.968807 15.354731
90 72.760012 23.848918 15.980535
91 72.760012 24.20263 16.8818
92 72.760012 24.148877 17.581316
93 72.760012 23.954007 16.590739
94 72.760012 24.129587 17.896027
95 72.760012 25.220376 16.636915
96 72.760012 25.455757 17.449599
97 72.760012 27.051758 17.377145
98 72.760012 26.554119 17.146604
99 72.760012 27.542883 16.609499
