

gen best mean std
0 49.557021 -4.660641 8.225263
0 63.426092 -2.625948 11.894366
1 63.426092 -1.722311 13.907498
2 70.229474 -0.108096 14.784164
3 70.229474 -0.047607 15.73458
4 70.229474 2.51977 17.324396
5 70.229474 3.079566 16.925966
6 88.15282 2.736847 17.221089
7 88.15282 3.948237 18.318719
8 88.15282 4.7274 18.10306
9 88.15282 7.301837 19.084591
10 88.15282 9.789219 19.863136
11 88.15282 13.146085 20.47913
12 88.15282 14.51596 20.251164
13 88.15282 16.219273 20.485682
14 88.15282 15.770537 19.814321
15 88.15282 17.423576 19.832436
16 88.15282 18.937877 18.792994
17 88.15282 21.36526 19.012444
18 88.15282 20.98996 19.53062
19 88.15282 22.763219 19.234496
20 88.15282 25.282687 18.572801
21 88.15282 25.911114 19.457155
22 88.15282 26.373395 20.802184
23 88.15282 29.794707 19.08086
24 88.15282 27.465793 19.240068
25 88.15282 30.677768 20.36701
26 88.78829 30.222328 20.185118
27 88.78829 31.433866 20.675094
28 88.78829 33.544467 19.855086
29 88.78829 31.221572 21.329434
30 90.315551 33.282621 19.442045
31 90.315551 35.398954 19.927524
32 91.213141 36.642263 20.025781
33 91.213141 37.866908 19.318273
34 91.213141 38.242406 20.02657
35 91.213141 41.558652 18.411809
36 91.213141 37.911632 19.651458
37 91.213141 38.771012 19.014944
38 91.213141 42.606066 18.383928
39 91.213141 42.853351 17.400234
40 91.213141 43.887533 17.296049
41 91.213141 44.178732 17.380551
42 91.213141 42.381318 18.219103
43 91.213141 43.736234 18.357477
44 91.213141 43.468423 18.958754
45 91.213141 45.477211 16.255044
46 91.213141 43.134315 19.068187
47 91.213141 40.95611 20.021077
48 91.246813 41.630702 20.21345
49 91.246813 43.309877 18.488202
50 91.246813 43.646262 18.28973
51 91.324565 42.662327 17.882111
52 91.324565 43.697995 17.763438
53 91.324565 44.660711 18.195988
54 91.324565 44.809433 18.370962
55 91.324565 47.719615 16.59822
56 91.324565 46.387788 18.120956
57 91.324565 45.458609 18.25328
58 91.324565 46.813214 16.787041
59 91.324565 46.190007 17.656095
60 91.324565 47.830216 16.080936
61 91.324565 44.486079 19.198192
62 91.324565 46.092379 18.251495
63 91.324565 47.082873 16.840896
64 91.324565 47.393892 16.683906
65 91.324565 50.464229 14.695803
66 91.324565 48.186116 17.485933
67 91.483816 48.036414 17.655806
68 91.483816 47.694268 17.527357
69 91.483816 49.068944 16.511501
70 91.483816 48.667317 16.266039
71 91.483816 48.829684 18.200891
72 91.483816 48.17167 16.69127
73 91.483816 49.102442 16.419028
74 91.483816 47.616228 17.637798
75 91.483816 50.3381 14.943909
76 91.630649 45.924828 19.381012
77 91.630649 48.954961 17.681836
78 91.630649 49.816317 16.890526
79 91.630649 48.278786 18.082795
80 91.661852 49.240098 15.868265
81 91.661852 49.959486 16.081505
82 91.661852 49.320904 17.103975
83 91.661852 49.938534 15.901123
84 91.661852 50.449306 15.026156
85 91.661852 50.623734 16.577947
86 91.661852 50.040839 16.05674
87 91.661852 49.673416 16.497429
88 91.661852 50.058453 17.272656
89 91.661852 49.179285 17.675283
90 91.661852 49.998385 17.038383
91 91.661852 52.270776 17.286287
92 91.661852 50.68794 17.907495
93 91.661852 50.341584 16.144675
94 91.661852 51.35862 17.868798
95 91.661852 51.760913 17.479358
96 91.661852 49.230844 18.958782
97 91.661852 49.371718 18.435264
98 91.661852 49.840804 18.333293
99 91.661852 52.567186 18.589419
